element_id,guid,source,ifc_class,category,element_name,type_name,level,material,length_m,area_m2,volume_m3,quantity,unit,unit_price,total_cost,quantity_source,quality_status,raw_unit,raw_row_number,source_file,exception_tags
E-0129,GUID-0129,CSV,IfcSlab,Slab,板-AA-129,IfcSlab-Standard,三层,混凝土,6.879,29.405,4.094,4.094,m³,480.0,1965.12,CSV Schedule,Pass,m³,130,sample_elements.csv,
E-0130,GUID-0130,CSV,IfcWall,Wall,墙-AA-130,IfcWall-Standard,一层,混凝土,5.634,28.023,6.561,6.561,m³,430.0,2821.23,CSV Schedule,Pass,m³,131,sample_elements.csv,
E-0131,GUID-0131,CSV,IfcDoor,Door,门-AA-131,IfcDoor-Standard,二层,木材,2.303,25.709,4.879,1.0,樘,860.0,860.0,CSV Schedule,Pass,樘,132,sample_elements.csv,
E-0132,GUID-0132,CSV,IfcWindow,Window,窗-AA-132,IfcWindow-Standard,三层,玻璃,10.236,29.615,3.797,1.0,樘,720.0,720.0,CSV Schedule,Pass,樘,133,sample_elements.csv,
E-0133,GUID-0133,CSV,IfcBeam,Beam,梁-AA-133,IfcBeam-Standard,一层,混凝土,2.287,6.441,3.535,3.535,m³,520.0,1838.2,CSV Schedule,Pass,m³,134,sample_elements.csv,
E-0134,GUID-0134,CSV,IfcColumn,Column,柱-AA-134,IfcColumn-Standard,二层,混凝土,9.465,25.797,7.389,7.389,m³,560.0,4137.84,CSV Schedule,Pass,m³,135,sample_elements.csv,
E-0135,GUID-0135,CSV,IfcSlab,Slab,板-AA-135,IfcSlab-Standard,三层,混凝土,11.388,1.11,3.918,3.918,m³,480.0,1880.64,CSV Schedule,Pass,m³,136,sample_elements.csv,
E-0136,GUID-0136,CSV,IfcWall,Wall,墙-AA-136,IfcWall-Standard,一层,混凝土,3.7,23.983,0.562,0.562,m³,430.0,241.66,CSV Schedule,Pass,m³,137,sample_elements.csv,
E-0137,GUID-0137,CSV,IfcDoor,Door,门-AA-137,IfcDoor-Standard,二层,木材,8.301,7.774,2.219,1.0,樘,860.0,860.0,CSV Schedule,Pass,樘,138,sample_elements.csv,
E-0138,GUID-0138,CSV,IfcWindow,Window,窗-AA-138,IfcWindow-Standard,三层,玻璃,2.31,22.12,7.692,1.0,樘,720.0,720.0,CSV Schedule,Pass,樘,139,sample_elements.csv,
E-0139,GUID-0139,CSV,IfcBeam,Beam,梁-AA-139,IfcBeam-Standard,一层,混凝土,5.921,26.827,2.916,2.916,m³,520.0,1516.32,CSV Schedule,Pass,m³,140,sample_elements.csv,
E-0140,GUID-0140,CSV,IfcColumn,Column,柱-AA-140,IfcColumn-Standard,二层,混凝土,8.353,18.534,0.854,0.854,m³,560.0,478.24,CSV Schedule,Pass,m³,141,sample_elements.csv,
E-0141,GUID-0141,CSV,IfcSlab,Slab,板-AA-141,IfcSlab-Standard,三层,混凝土,4.319,2.735,2.586,2.586,m³,480.0,1241.28,CSV Schedule,Pass,m³,142,sample_elements.csv,
E-0142,GUID-0142,CSV,IfcWall,Wall,墙-AA-142,IfcWall-Standard,一层,混凝土,10.46,1.314,6.56,6.56,m³,430.0,2820.8,CSV Schedule,Pass,m³,143,sample_elements.csv,
E-0143,GUID-0143,CSV,IfcDoor,Door,门-AA-143,IfcDoor-Standard,二层,木材,1.699,0.645,0.856,1.0,樘,860.0,860.0,CSV Schedule,Pass,樘,144,sample_elements.csv,
E-0144,GUID-0144,CSV,IfcWindow,Window,窗-AA-144,IfcWindow-Standard,三层,玻璃,5.323,19.807,5.077,1.0,樘,720.0,720.0,CSV Schedule,Pass,樘,145,sample_elements.csv,
E-0145,GUID-0145,CSV,IfcBeam,Beam,梁-AA-145,IfcBeam-Standard,一层,混凝土,1.664,8.882,3.898,3.898,m³,520.0,2026.96,CSV Schedule,Pass,m³,146,sample_elements.csv,
E-0146,GUID-0146,CSV,IfcColumn,Column,柱-AA-146,IfcColumn-Standard,二层,混凝土,4.246,7.545,3.776,3.776,m³,560.0,2114.56,CSV Schedule,Pass,m³,147,sample_elements.csv,
E-0147,GUID-0147,CSV,IfcSlab,Slab,板-AA-147,IfcSlab-Standard,三层,混凝土,6.452,20.581,3.048,3.048,m³,480.0,1463.04,CSV Schedule,Pass,m³,148,sample_elements.csv,
E-0148,GUID-0148,CSV,IfcWall,Wall,墙-AA-148,IfcWall-Standard,一层,混凝土,5.097,4.59,6.433,6.433,m³,430.0,2766.19,CSV Schedule,Pass,m³,149,sample_elements.csv,
E-0149,GUID-0149,CSV,IfcDoor,Door,门-AA-149,IfcDoor-Standard,二层,木材,4.64,21.415,1.257,1.0,樘,860.0,860.0,CSV Schedule,Pass,樘,150,sample_elements.csv,
E-0150,GUID-0150,CSV,IfcWindow,Window,窗-AA-150,IfcWindow-Standard,三层,玻璃,4.447,7.348,3.651,1.0,樘,720.0,720.0,CSV Schedule,Pass,樘,151,sample_elements.csv,
E-0151,GUID-0151,CSV,IfcBeam,Beam,梁-AA-151,IfcBeam-Standard,一层,混凝土,10.952,10.13,3.093,3.093,m³,520.0,1608.36,CSV Schedule,Pass,m³,152,sample_elements.csv,
E-0152,GUID-0152,CSV,IfcColumn,Column,柱-AA-152,IfcColumn-Standard,二层,混凝土,1.542,21.152,6.901,6.901,m³,560.0,3864.56,CSV Schedule,Pass,m³,153,sample_elements.csv,
E-0153,GUID-0153,CSV,IfcSlab,Slab,板-AA-153,IfcSlab-Standard,三层,混凝土,9.101,14.035,6.313,6.313,m³,480.0,3030.24,CSV Schedule,Pass,m³,154,sample_elements.csv,
E-0154,GUID-0154,CSV,IfcWall,Wall,墙-AA-154,IfcWall-Standard,一层,混凝土,9.668,3.761,1.262,1.262,m³,430.0,542.66,CSV Schedule,Pass,m³,155,sample_elements.csv,
E-0155,GUID-0155,CSV,IfcDoor,Door,门-AA-155,IfcDoor-Standard,二层,木材,8.946,26.852,6.421,1.0,樘,860.0,860.0,CSV Schedule,Pass,樘,156,sample_elements.csv,
E-0156,GUID-0156,CSV,IfcWindow,Window,窗-AA-156,IfcWindow-Standard,三层,玻璃,2.376,26.75,3.873,1.0,樘,720.0,720.0,CSV Schedule,Pass,樘,157,sample_elements.csv,
E-0157,GUID-0157,CSV,IfcBeam,Beam,梁-AA-157,IfcBeam-Standard,一层,混凝土,6.613,22.394,1.104,1.104,m³,520.0,574.08,CSV Schedule,Pass,m³,158,sample_elements.csv,
E-0158,GUID-0158,CSV,IfcColumn,Column,柱-AA-158,IfcColumn-Standard,二层,混凝土,1.56,24.783,4.48,4.48,m³,560.0,2508.8,CSV Schedule,Pass,m³,159,sample_elements.csv,
E-0159,GUID-0159,CSV,IfcSlab,Slab,板-AA-159,IfcSlab-Standard,三层,混凝土,8.676,20.231,5.163,5.163,m³,480.0,2478.24,CSV Schedule,Pass,m³,160,sample_elements.csv,
E-0160,GUID-0160,CSV,IfcWall,Wall,墙-AA-160,IfcWall-Standard,一层,混凝土,3.011,21.589,5.274,5.274,m³,430.0,2267.82,CSV Schedule,Pass,m³,161,sample_elements.csv,
E-0161,GUID-0161,CSV,IfcDoor,Door,门-AA-161,IfcDoor-Standard,二层,木材,11.892,26.828,2.801,1.0,樘,860.0,860.0,CSV Schedule,Pass,樘,162,sample_elements.csv,
E-0162,GUID-0162,CSV,IfcWindow,Window,窗-AA-162,IfcWindow-Standard,三层,玻璃,2.614,7.922,3.145,1.0,樘,720.0,720.0,CSV Schedule,Pass,樘,163,sample_elements.csv,
E-0163,GUID-0163,CSV,IfcBeam,Beam,梁-AA-163,IfcBeam-Standard,一层,混凝土,1.248,11.109,3.697,3.697,m³,520.0,1922.44,CSV Schedule,Pass,m³,164,sample_elements.csv,
E-0164,GUID-0164,CSV,IfcColumn,Column,柱-AA-164,IfcColumn-Standard,二层,混凝土,11.835,6.943,3.63,3.63,m³,560.0,2032.8,CSV Schedule,Pass,m³,165,sample_elements.csv,
E-0165,GUID-0165,CSV,IfcSlab,Slab,板-AA-165,IfcSlab-Standard,三层,混凝土,3.243,21.605,3.092,3.092,m³,480.0,1484.16,CSV Schedule,Pass,m³,166,sample_elements.csv,
E-0166,GUID-0166,CSV,IfcWall,Wall,墙-AA-166,IfcWall-Standard,一层,混凝土,3.499,4.501,0.422,0.422,m³,430.0,181.46,CSV Schedule,Pass,m³,167,sample_elements.csv,
E-0167,GUID-0167,CSV,IfcDoor,Door,门-AA-167,IfcDoor-Standard,二层,木材,6.974,25.906,2.88,1.0,樘,860.0,860.0,CSV Schedule,Pass,樘,168,sample_elements.csv,
E-0168,GUID-0168,CSV,IfcWindow,Window,窗-AA-168,IfcWindow-Standard,三层,玻璃,8.685,23.522,2.337,1.0,樘,720.0,720.0,CSV Schedule,Pass,樘,169,sample_elements.csv,
E-0169,GUID-0169,CSV,IfcBeam,Beam,梁-AA-169,IfcBeam-Standard,一层,混凝土,9.987,12.511,1.289,1.289,m³,520.0,670.28,CSV Schedule,Pass,m³,170,sample_elements.csv,
E-0170,GUID-0170,CSV,IfcColumn,Column,柱-AA-170,IfcColumn-Standard,二层,混凝土,5.642,13.414,4.643,4.643,m³,560.0,2600.08,CSV Schedule,Pass,m³,171,sample_elements.csv,
E-0171,GUID-0171,CSV,IfcSlab,Slab,板-AA-171,IfcSlab-Standard,三层,混凝土,4.427,10.227,2.129,2.129,m³,480.0,1021.92,CSV Schedule,Pass,m³,172,sample_elements.csv,
E-0172,GUID-0172,CSV,IfcWall,Wall,墙-AA-172,IfcWall-Standard,一层,混凝土,5.956,29.731,6.326,6.326,m³,430.0,2720.18,CSV Schedule,Pass,m³,173,sample_elements.csv,
E-0173,GUID-0173,CSV,IfcDoor,Door,门-AA-173,IfcDoor-Standard,二层,木材,11.223,9.641,4.067,1.0,樘,860.0,860.0,CSV Schedule,Pass,樘,174,sample_elements.csv,
E-0174,GUID-0174,CSV,IfcWindow,Window,窗-AA-174,IfcWindow-Standard,三层,玻璃,8.098,27.659,3.818,1.0,樘,720.0,720.0,CSV Schedule,Pass,樘,175,sample_elements.csv,
E-0175,GUID-0175,CSV,IfcBeam,Beam,梁-AA-175,IfcBeam-Standard,一层,混凝土,6.968,8.271,4.262,4.262,m³,520.0,2216.24,CSV Schedule,Pass,m³,176,sample_elements.csv,
E-0176,GUID-0176,CSV,IfcColumn,Column,柱-AA-176,IfcColumn-Standard,二层,混凝土,7.497,5.027,7.085,7.085,m³,560.0,3967.6,CSV Schedule,Pass,m³,177,sample_elements.csv,
E-0177,GUID-0177,CSV,IfcSlab,Slab,板-AA-177,IfcSlab-Standard,三层,混凝土,3.568,29.377,4.237,4.237,m³,480.0,2033.76,CSV Schedule,Pass,m³,178,sample_elements.csv,
E-0178,GUID-0178,CSV,IfcWall,Wall,墙-AA-178,IfcWall-Standard,一层,混凝土,6.861,8.859,1.239,1.239,m³,430.0,532.77,CSV Schedule,Pass,m³,179,sample_elements.csv,
E-0179,GUID-0179,CSV,IfcDoor,Door,门-AA-179,IfcDoor-Standard,二层,木材,2.21,14.488,5.944,1.0,樘,860.0,860.0,CSV Schedule,Pass,樘,180,sample_elements.csv,
E-0180,GUID-0180,CSV,IfcWindow,Window,窗-AA-180,IfcWindow-Standard,三层,玻璃,6.358,0.655,5.497,1.0,樘,720.0,720.0,CSV Schedule,Pass,樘,181,sample_elements.csv,
E-0181,GUID-0181,CSV,IfcBeam,Beam,梁-AA-181,IfcBeam-Standard,一层,混凝土,10.455,5.471,1.463,1.463,m³,520.0,760.76,CSV Schedule,Pass,m³,182,sample_elements.csv,
E-0182,GUID-0182,CSV,IfcColumn,Column,柱-AA-182,IfcColumn-Standard,二层,混凝土,5.756,7.408,1.12,1.12,m³,560.0,627.2,CSV Schedule,Pass,m³,183,sample_elements.csv,
E-0183,GUID-0183,CSV,IfcSlab,Slab,板-AA-183,IfcSlab-Standard,三层,混凝土,2.857,3.737,3.947,3.947,m³,480.0,1894.56,CSV Schedule,Pass,m³,184,sample_elements.csv,
E-0184,GUID-0184,CSV,IfcWall,Wall,墙-AA-184,IfcWall-Standard,一层,混凝土,6.74,25.647,1.538,1.538,m³,430.0,661.34,CSV Schedule,Pass,m³,185,sample_elements.csv,
E-0185,GUID-0185,CSV,IfcDoor,Door,门-AA-185,IfcDoor-Standard,二层,木材,6.028,4.315,4.648,1.0,樘,860.0,860.0,CSV Schedule,Pass,樘,186,sample_elements.csv,
E-0186,GUID-0186,CSV,IfcWindow,Window,窗-AA-186,IfcWindow-Standard,三层,玻璃,9.332,15.9,1.22,1.0,樘,720.0,720.0,CSV Schedule,Pass,樘,187,sample_elements.csv,
E-0187,GUID-0187,CSV,IfcBeam,Beam,梁-AA-187,IfcBeam-Standard,一层,混凝土,2.948,7.21,2.693,2.693,m³,520.0,1400.36,CSV Schedule,Pass,m³,188,sample_elements.csv,
E-0188,GUID-0188,CSV,IfcColumn,Column,柱-AA-188,IfcColumn-Standard,二层,混凝土,5.242,13.701,7.93,7.93,m³,560.0,4440.8,CSV Schedule,Pass,m³,189,sample_elements.csv,
E-0189,GUID-0189,CSV,IfcSlab,Slab,板-AA-189,IfcSlab-Standard,三层,混凝土,3.605,19.629,5.628,5.628,m³,480.0,2701.44,CSV Schedule,Pass,m³,190,sample_elements.csv,
E-0190,GUID-0190,CSV,IfcWall,Wall,墙-AA-190,IfcWall-Standard,一层,混凝土,4.959,27.695,6.505,6.505,m³,430.0,2797.15,CSV Schedule,Pass,m³,191,sample_elements.csv,
E-0191,GUID-0191,CSV,IfcDoor,Door,门-AA-191,IfcDoor-Standard,二层,木材,1.134,20.377,0.746,1.0,樘,860.0,860.0,CSV Schedule,Pass,樘,192,sample_elements.csv,
E-0192,GUID-0192,CSV,IfcWindow,Window,窗-AA-192,IfcWindow-Standard,三层,玻璃,11.728,16.399,1.676,1.0,樘,720.0,720.0,CSV Schedule,Pass,樘,193,sample_elements.csv,
E-0193,GUID-0193,CSV,IfcBeam,Beam,梁-AA-193,IfcBeam-Standard,一层,混凝土,8.818,0.622,1.287,1.287,m³,520.0,669.24,CSV Schedule,Pass,m³,194,sample_elements.csv,
E-0194,GUID-0194,CSV,IfcColumn,Column,柱-AA-194,IfcColumn-Standard,二层,混凝土,8.421,12.115,1.196,1.196,m³,560.0,669.76,CSV Schedule,Pass,m³,195,sample_elements.csv,
E-0195,GUID-0195,CSV,IfcSlab,Slab,板-AA-195,IfcSlab-Standard,三层,混凝土,7.77,25.838,2.848,2.848,m³,480.0,1367.04,CSV Schedule,Pass,m³,196,sample_elements.csv,
E-0196,GUID-0196,CSV,IfcWall,Wall,墙-AA-196,IfcWall-Standard,一层,混凝土,1.88,2.943,6.198,6.198,m³,430.0,2665.14,CSV Schedule,Pass,m³,197,sample_elements.csv,
E-0197,GUID-0197,CSV,IfcDoor,Door,门-AA-197,IfcDoor-Standard,二层,木材,9.448,12.443,6.455,1.0,樘,860.0,860.0,CSV Schedule,Pass,樘,198,sample_elements.csv,
E-0198,GUID-0198,CSV,IfcWindow,Window,窗-AA-198,IfcWindow-Standard,三层,玻璃,10.368,9.109,7.579,1.0,樘,720.0,720.0,CSV Schedule,Pass,樘,199,sample_elements.csv,
E-0199,GUID-0199,CSV,IfcBeam,Beam,梁-AA-199,IfcBeam-Standard,一层,混凝土,1.563,26.83,2.613,2.613,m³,520.0,1358.76,CSV Schedule,Pass,m³,200,sample_elements.csv,
E-0200,GUID-0200,CSV,IfcColumn,Column,柱-AA-200,IfcColumn-Standard,二层,混凝土,5.646,18.746,1.356,1.356,m³,560.0,759.36,CSV Schedule,Pass,m³,201,sample_elements.csv,
E-0201,GUID-0201,CSV,IfcSlab,Slab,板-AA-201,IfcSlab-Standard,三层,混凝土,2.472,4.324,0.696,0.696,m³,480.0,334.08,CSV Schedule,Pass,m³,202,sample_elements.csv,
E-0202,GUID-0202,CSV,IfcWall,Wall,墙-AA-202,IfcWall-Standard,一层,混凝土,3.738,4.609,1.314,1.314,m³,430.0,565.02,CSV Schedule,Pass,m³,203,sample_elements.csv,
E-0203,GUID-0203,CSV,IfcDoor,Door,门-AA-203,IfcDoor-Standard,二层,木材,1.265,12.249,1.523,1.0,樘,860.0,860.0,CSV Schedule,Pass,樘,204,sample_elements.csv,
E-0204,GUID-0204,CSV,IfcWindow,Window,窗-AA-204,IfcWindow-Standard,三层,玻璃,10.895,18.635,1.093,1.0,樘,720.0,720.0,CSV Schedule,Pass,樘,205,sample_elements.csv,
E-0205,GUID-0205,CSV,IfcBeam,Beam,梁-AA-205,IfcBeam-Standard,一层,混凝土,7.658,12.377,6.194,6.194,m³,520.0,3220.88,CSV Schedule,Pass,m³,206,sample_elements.csv,
E-0206,GUID-0206,CSV,IfcColumn,Column,柱-AA-206,IfcColumn-Standard,二层,混凝土,11.385,5.266,7.869,7.869,m³,560.0,4406.64,CSV Schedule,Pass,m³,207,sample_elements.csv,
E-0207,GUID-0207,CSV,IfcSlab,Slab,板-AA-207,IfcSlab-Standard,三层,混凝土,6.14,7.008,6.495,6.495,m³,480.0,3117.6,CSV Schedule,Pass,m³,208,sample_elements.csv,
E-0208,GUID-0208,CSV,IfcWall,Wall,墙-AA-208,IfcWall-Standard,一层,混凝土,9.304,18.146,7.921,7.921,m³,430.0,3406.03,CSV Schedule,Pass,m³,209,sample_elements.csv,
E-0209,GUID-0209,CSV,IfcDoor,Door,门-AA-209,IfcDoor-Standard,二层,木材,10.575,11.242,6.835,1.0,樘,860.0,860.0,CSV Schedule,Pass,樘,210,sample_elements.csv,
E-0210,GUID-0210,CSV,IfcWindow,Window,窗-AA-210,IfcWindow-Standard,三层,玻璃,3.039,19.274,2.042,1.0,樘,720.0,720.0,CSV Schedule,Pass,樘,211,sample_elements.csv,
E-0211,GUID-0211,CSV,IfcBeam,Beam,梁-AA-211,IfcBeam-Standard,一层,混凝土,10.044,23.991,6.686,6.686,m³,520.0,3476.72,CSV Schedule,Pass,m³,212,sample_elements.csv,
E-0212,GUID-0212,CSV,IfcColumn,Column,柱-AA-212,IfcColumn-Standard,二层,混凝土,7.473,25.685,1.846,1.846,m³,560.0,1033.76,CSV Schedule,Pass,m³,213,sample_elements.csv,
E-0213,GUID-0213,CSV,IfcSlab,Slab,板-AA-213,IfcSlab-Standard,三层,混凝土,1.84,7.463,5.182,5.182,m³,480.0,2487.36,CSV Schedule,Pass,m³,214,sample_elements.csv,
E-0214,GUID-0214,CSV,IfcWall,Wall,墙-AA-214,IfcWall-Standard,一层,混凝土,2.078,7.271,1.568,1.568,m³,430.0,674.24,CSV Schedule,Pass,m³,215,sample_elements.csv,
E-0215,GUID-0215,CSV,IfcDoor,Door,门-AA-215,IfcDoor-Standard,二层,木材,10.792,8.417,4.643,1.0,樘,860.0,860.0,CSV Schedule,Pass,樘,216,sample_elements.csv,
E-0216,GUID-0216,CSV,IfcWindow,Window,窗-AA-216,IfcWindow-Standard,三层,玻璃,10.55,7.977,3.797,1.0,樘,720.0,720.0,CSV Schedule,Pass,樘,217,sample_elements.csv,
E-0217,GUID-0217,CSV,IfcBeam,Beam,梁-AA-217,IfcBeam-Standard,一层,混凝土,4.722,25.665,3.14,3.14,m³,520.0,1632.8,CSV Schedule,Pass,m³,218,sample_elements.csv,
E-0218,GUID-0218,CSV,IfcColumn,Column,柱-AA-218,IfcColumn-Standard,二层,混凝土,3.987,6.453,2.597,2.597,m³,560.0,1454.32,CSV Schedule,Pass,m³,219,sample_elements.csv,
E-0219,GUID-0219,CSV,IfcSlab,Slab,板-AA-219,IfcSlab-Standard,三层,混凝土,11.7,24.695,4.407,4.407,m³,480.0,2115.36,CSV Schedule,Pass,m³,220,sample_elements.csv,
E-0220,GUID-0220,CSV,IfcWall,Wall,墙-AA-220,IfcWall-Standard,一层,混凝土,9.02,2.757,7.245,7.245,m³,430.0,3115.35,CSV Schedule,Pass,m³,221,sample_elements.csv,
E-0221,GUID-0221,CSV,IfcDoor,Door,门-AA-221,IfcDoor-Standard,二层,木材,2.968,26.452,4.08,1.0,樘,860.0,860.0,CSV Schedule,Pass,樘,222,sample_elements.csv,
E-0222,GUID-0222,CSV,IfcWindow,Window,窗-AA-222,IfcWindow-Standard,三层,玻璃,7.443,3.295,7.96,1.0,樘,720.0,720.0,CSV Schedule,Pass,樘,223,sample_elements.csv,
E-0223,GUID-0223,CSV,IfcBeam,Beam,梁-AA-223,IfcBeam-Standard,一层,混凝土,3.706,1.989,3.677,3.677,m³,520.0,1912.04,CSV Schedule,Pass,m³,224,sample_elements.csv,
E-0224,GUID-0224,CSV,IfcColumn,Column,柱-AA-224,IfcColumn-Standard,二层,混凝土,1.794,28.216,1.803,1.803,m³,560.0,1009.68,CSV Schedule,Pass,m³,225,sample_elements.csv,
E-0225,GUID-0225,CSV,IfcSlab,Slab,板-AA-225,IfcSlab-Standard,三层,混凝土,2.136,21.601,0.901,0.901,m³,480.0,432.48,CSV Schedule,Pass,m³,226,sample_elements.csv,
E-0226,GUID-0226,CSV,IfcWall,Wall,墙-AA-226,IfcWall-Standard,一层,混凝土,3.728,20.325,0.772,0.772,m³,430.0,331.96,CSV Schedule,Pass,m³,227,sample_elements.csv,
E-0227,GUID-0227,CSV,IfcDoor,Door,门-AA-227,IfcDoor-Standard,二层,木材,1.361,0.775,6.017,1.0,樘,860.0,860.0,CSV Schedule,Pass,樘,228,sample_elements.csv,
E-0228,GUID-0228,CSV,IfcWindow,Window,窗-AA-228,IfcWindow-Standard,三层,玻璃,9.699,28.176,4.872,1.0,樘,720.0,720.0,CSV Schedule,Pass,樘,229,sample_elements.csv,
E-0229,GUID-0229,CSV,IfcBeam,Beam,梁-AA-229,IfcBeam-Standard,一层,混凝土,11.827,14.753,5.49,5.49,m³,520.0,2854.8,CSV Schedule,Pass,m³,230,sample_elements.csv,
E-0230,GUID-0230,CSV,IfcColumn,Column,柱-AA-230,IfcColumn-Standard,二层,混凝土,5.63,12.543,3.442,3.442,m³,560.0,1927.52,CSV Schedule,Pass,m³,231,sample_elements.csv,
E-0231,GUID-0231,CSV,IfcSlab,Slab,板-AA-231,IfcSlab-Standard,三层,混凝土,6.998,26.785,7.633,7.633,m³,480.0,3663.84,CSV Schedule,Pass,m³,232,sample_elements.csv,
E-0232,GUID-0232,CSV,IfcWall,Wall,墙-AA-232,IfcWall-Standard,一层,混凝土,9.01,18.126,0.492,0.492,m³,430.0,211.56,CSV Schedule,Pass,m³,233,sample_elements.csv,
E-0233,GUID-0233,CSV,IfcDoor,Door,门-AA-233,IfcDoor-Standard,二层,木材,11.072,22.092,1.239,1.0,樘,860.0,860.0,CSV Schedule,Pass,樘,234,sample_elements.csv,
E-0234,GUID-0234,CSV,IfcWindow,Window,窗-AA-234,IfcWindow-Standard,三层,玻璃,3.102,3.475,2.85,1.0,樘,720.0,720.0,CSV Schedule,Pass,樘,235,sample_elements.csv,
E-0235,GUID-0235,CSV,IfcBeam,Beam,梁-AA-235,IfcBeam-Standard,一层,混凝土,7.376,13.885,4.373,4.373,m³,520.0,2273.96,CSV Schedule,Pass,m³,236,sample_elements.csv,
E-0236,GUID-0236,CSV,IfcColumn,Column,柱-AA-236,IfcColumn-Standard,二层,混凝土,8.315,16.376,5.583,5.583,m³,560.0,3126.48,CSV Schedule,Pass,m³,237,sample_elements.csv,
E-0237,GUID-0237,CSV,IfcSlab,Slab,板-AA-237,IfcSlab-Standard,三层,混凝土,11.959,3.988,0.977,0.977,m³,480.0,468.96,CSV Schedule,Pass,m³,238,sample_elements.csv,
E-0238,GUID-0238,CSV,IfcWall,Wall,墙-AA-238,IfcWall-Standard,一层,混凝土,7.696,8.826,5.311,5.311,m³,430.0,2283.73,CSV Schedule,Pass,m³,239,sample_elements.csv,
E-0239,GUID-0239,CSV,IfcDoor,Door,门-AA-239,IfcDoor-Standard,二层,木材,6.724,1.801,3.273,1.0,樘,860.0,860.0,CSV Schedule,Pass,樘,240,sample_elements.csv,
E-0240,GUID-0240,CSV,IfcWindow,Window,窗-AA-240,IfcWindow-Standard,三层,玻璃,3.927,22.543,7.292,1.0,樘,720.0,720.0,CSV Schedule,Pass,樘,241,sample_elements.csv,
